tipo,nombre
CALLEB,ASSA DE L'ESPART
CALLEB,ETXI
CALLEB,ELCAIRE
POLIGP,OL.IND.BELCAIRE
CALLEJ,ACINTO BENAVENTE
CALLEB,ENIGASLO
CALLEB,ENIZAHAT
CALLEB,ENLLIURE
CALLEB,ERNARDA SERRA
CALLEB,UENOS AIRES
CALLEP,ERICÓ
CALLEB,URRIANA
CALLEC,ALDERON DE LA BARCA
CALLEC,ALVARIO
CALLEB,LASCO IBAÑEZ
CALLEC,AMPOAMOR
CALLEC,ARIDAD
CALLEN,UESTRA SEÑORA DEL CARMEN
CALLEC,ASTELLO Y TARREGA
CALLEC,ASTELLON
CALLEC,ERVANTES
CALLEC,ERVEROLA
CALLEC,ID (EL)
CARREC,IUTAT DE L'ALGUER
CALLEC,LAVELES (LOS)
CALLEC,OLON
CALLEC,OLONIA SEGARRA
CTRA C,OMARCAL 601
CALLEC,ONCEPCION
CALLEC,ONVENTO
CALLEC,ONCORDIA
CALLEC,ORREOS
CALLEC,RISTO (EL)
CALLES,EQUIETA DEL ROIG
CALLEC,UEVA SANTA
GRUP L,A COVA
CTRA S,EGORBE
CTRA S,AN JOSE
CTRA S,AN JOSE TRAVESIA 1
CTRA S,AN JOSE TRAVESIA 2
CALLEC,HILCHES
CTRA C,HILCHES
CALLEJ,AEN
CALLED,IPUTACION
CALLED,OCTOR FERRAN
CALLED,OCTOR MARAÑON
CALLED,OCTOR SEVERO OCHOA
CALLEN,UESTRA SÑRA LOS DOLORES
CALLEB,ALADRE
CALLED,ULA (LA)
CALLEE,LEUTERIO PEREZ
CALLEL,LEVANT
CALLEM,ESTRAL
CALLEE,RMITA (L')
CALLEL,LEBEIG
CALLEE,RNESTO PEREZ ALMELA
CARREA,LFONS EL MAGNANIM
CARREJ,OANOT MARTORELL
CARRED,UCAT DE MEDINACELI
RONDAG,LORIES VALENCIANES
CALLEE,SCULTOR MARCO
CARRED,ONANTS DE SANG
CARREA,LCAIDE PEDRO JORDAN
CALLEJ,OSE VERGARA XIMENO
CARREN,A VIOLANT D'HONGRIA
CARREP,INTOR OLIET
CARREL,UIS ROIG D'ALOS
CARREF,RAY ANTONIO DE GUEVARA
CARREJ,AUME II EL JUST
CARREI,NFANTE DON MARTIN CONDE DE UXO
CARREM,ARIA DE LUNA
CALLEE,SLIDA
CALLEE,SPIGOL
CALLEE,SPADAN
CALLEE,SPERANZA
CALLEE,STRELLA (LA)
CALLEF,ILIPINAS
CALLEF,RANCISCO DAROS
CALLEF,ONTETA DE L'ESTUDIANT
CALLEF,ONT DE CHULIA
CALLEF,CO FUERTES ANTONINO
CALLEG,ARCIA ESBRI
CALLEA,LMACEN
CALLEM,URTA (LA)
CALLEP,ARALELA A LA MURTA
CALLEF,ULGENCIO BADAL (MUSICO)
CALLEG,ENERAL PICAZO
CALLEC,ONILLS
CALLEG,ONZALO DE CORDOBA
CALLEG,RAVINA
CALLEG,UITARRISTA TARREGA
CALLEG,UZMAN EL BUENO
CALLEH,ERNAN CORTES
CALLEF,IGUERA (LA)
AVGDAD,'HAGUNIA
CARREA,NTONIA MASCAROS
CALLEH,ONORIO GARCIA
CARRET,RIBUNAL DE LES AIGÜES
CARREM,ANUEL FERRANDIS
CARRED,E ROMANIA
CARRED,EL MARROC
CARRED,E COLOMBIA
CALLEH,UERTO SOGUEROS
CALLEX,ACO
CALLEJ,ACINTO AGUSTI
CALLEJ,ARDINES (LOS)
CALLEJ,AUME VALLS CANOS
CALLEJ,OAQUIN COSTA
CALLEJ,OAN FUSTER ORTELLS
CALLEJ,OAQUIN PARIS
CALLEB,ENIGAFULL
CALLEI,NSTITUTO
CALLEJ,UAN DE AUSTRIA
CALLEJ,UAN CAPO
CALLEI,SABEL DE VILLENA
CALLEJ,ULIO PORTALES
CALLEL,LOSA (LA)
CALLEL,EONARDO MINGARRO
CARREI,LLA DE CABRERA
CARREI,LLA DE FORMENTERA
CARREI,LLA D'EIVISSA
CALLEL,OPE DE VEGA
CARREI,LLES COLUMBRETES
CALLEL,UIS VIVES
CALLEL,UNA (LA)
CALLEM,AESTRO CHAPI
CALLEM,AESTRO GINER
CALLEM,AESTRO SERRANO
CALLEM,AESTRO RODRIGO
CALLEM,AGALLANES
CALLEM,ATILDE BEL
CALLEM,EDICO BADAL
CALLEN,UESTRA SÑRA DE LA MERCED
CALLEM,OSSEN RICARDO MIRALLES
CALLEM,ISERICORDIA (DE LA)
CALLEM,OLINO (DEL)
CALLEM,OLINO MARCO
CALLEM,ONCOFAR
CALLEM,ONTAÑETA (LA)
CALLEM,UNTANYETA DE LA CORONA
CALLEM,ONTEBELLO
CALLEM,ONTSERRAT
CALLEN,UEVA
CALLEN,ULES
CALLEO,CTAVI TEN I ORENGA
CALLEO,NDA
CALLEO,RIENTE
CALLEP,ADRE MELIA
CALLEP,ALMERA (LA)
CALLEP,ARALELA A LA PALMERA
CALLEP,ALOMA (LA)
CALLEP,ARAISO (EL)
CALLEG,ENERAL PAVIA
CALLEP,AZ (LA)
CALLEP,EDRO VIRUELA
CARREJ,OSE PEIRATS VALLS
CALLED,ON PELAYO
CALLEE,LS PINS
CALLEP,INTOR MIRALLES
CALLEP,INTOR PAULA
CALLEP,INTOR SOROLLA
CALLEP,IO XII
CALLEP,IZARRO
CALLEP,OETA LLORENTE
CALLEP,OZO (DEL)
CALLEL,A PUJAETA
CALLEP,UNTARRÓ
CALLER,AMBLA (LA)
CARREJ,OAQUIN RAMBLA CASTELLO
CALLER,AMON Y CAJAL
CALLER,AMON PALLARES
CALLER,EDONDA
PLAZAD,ELS REGADORS
CALLER,EGIMIENTO TETUAN
CALLER,EYES CATOLICOS
CALLES,ANTO ANGEL
CALLER,IBALTA
CALLEP,ARANY
PTDA C,OVA (LA)
CALLER,IBERA
CALLER,ICARDO CORBIN
CALLER,INCON RAMBLA
CALLEJ,OSE A. RODRIGUEZ SANCHEZ
CARREM,ARE DE DEU DEL ROSER
CALLEN,OGUERET
CALLER,OSARIO CREIXACH
CALLEL,A SABINA
CALLES,AGRARIO SANTO ANGEL
CALLES,AGUNTO
CALLES,ALVADOR ALLENDE
CALLES,ALVADOR CARDELLS
CALLES,ANCHIS TARAZONA
CALLES,AN AGUSTIN
CALLES,AN ANDRES
CALLES,AN ANTONIO
CALLES,AN BARTOLOME
CALLES,AN BENITO
TRVA S,AN BENITO
CALLES,AN CRISTOBAL
CALLES,AN FERNANDO
CALLES,AN FRANCISCO
CALLES,AN JACINTO
CALLES,AN JOSE
CALLES,AN JUAN
CALLES,AN LUIS
CALLES,AN MIGUEL
CALLES,AN PASCUAL
CALLES,AN PEDRO
CALLES,AN PATRICIO
CALLES,AN QUINTIN
CALLES,AN ROQUE
CALLES,AN VICENTE
CALLES,ANTA TERESA
CAMP D,ISEMINADO POBLACION
CALLED,ISEMINADO POALETS
CALLEE,RES (LES)
CALLES,OL (EL)
CALLEN,UESTRA SÑRA LA SOLEDAD
CALLET,OLEDO
TRVA T,OLEDO
CALLET,ORRENTE
CALLET,RASLADACION
CALLES,ANTISIMA TRINIDAD
CALLEU,NION
CALLEV,ALENCIA
CALLEV,ICENTE ALEIXANDRE
CALLEV,ICENTE JOAQUIN CREIXACH
CALLEV,ICENTE PEIRATS MONTON
PLAZAP,ARC (DEL)
CALLEV,IRGEN DE FATIMA
CALLEV,IRIATO
CALLEV,ISTA DE PIPA
CALLEZ,ENETA
COL  C,OLONIA SAN ANTONIO
COL  S,AN ANTONIO CALLE A
COL  S,AN ANTONIO CALLE B
COL  S,AN ANTONIO CALLE C
COL  S,AN ANTONIO CALLE D
COL  S,AN ANTONIO CALLE E
COL  S,AN ANTONIO CALLE F
COL  S,AN ANTONIO CALLE G
COL  S,AN ANTONIO CALLE H
COL  S,AN ANTONIO CALLE I
COL  S,AN ANTONIO CALLE J
COL  S,. ANTONIO GPO. J.O. BL.A
COL  S,. ANTONIO GPO. J.O. BL.B
COL  S,. ANTONIO GPO. J.O. BL.C
COL  S,. ANTONIO GPO. J.O. BL.D
COL  S,. ANTONIO GPO. J.O. BL.E
COL  S,. ANTONIO GPO. J.O. BL.F
COL  S,. ANTONIO GPO. J.O. BL.G
COL  S,. ANTONIO GPO. J.O. BL.H
COL  S,. ANTONIO GPO. J.O. BL.I
CALLEC,OLONIA CARMADAY
COL  S,AN ANTONIO URB BLOQUE 1
COL  S,AN ANTONIO URB BLOQUE 2
COL  S,AN ANTONIO URB BLOQUE 3
COL  S,AN ANTONIO URB BLOQUE 4
COL  S,AN ANTONIO URB BLOQUE 5
COL  S,AN ANTONIO URB BLOQUE 6
COL  S,AN ANTONIO URB BLOQUE 7
COL  S,AN ANTONIO URB BLOQUE 8
COL  S,AN ANTONIO URB BLOQUE 9
PTDA P,OALETS
BARROC,ARBONAIRE C/1
BARROC,ARBONAIRE C/2
BARROC,ARBONAIRE C/3
BARROC,ARBONAIRE C/4
BARROC,ARBONAIRE C/5
BARROC,ARBONAIRE C/6
BARROC,ARBONAIRE C/7
BARROC,ARBONAIRE C/8
BARROC,ARBONAIRE C/9
BARROC,ARBONAIRE C/10
BARROC,ARBONAIRE C/11
BARROC,ARBONAIRE C/12
BARROC,ARBONAIRE TRAVESIA 1
BARROC,ARBONAIRE TRAVESIA 2
BARROC,ARBONAIRE TRAVESIA 3
BARROC,ARBONAIRE TRAVESIA 4
BARROC,ARBONAIRE TRAVESIA 5
BARROC,ARBONAIRE TRAVESIA 6
BARROC,ARBONAIRE TRAVESIA 7
BARROC,ARBONAIRE TRAVESIA 8
BARROC,ARBONAIRE TRAVESIA 9
CALLEL,A PITERA
CALLEL,A COSCOLLA
PLAZAA,BADIA
PLAZAE,SPARDENYERS (DELS)
PLAZAN,TRA.SRA. DE LA ASUNCION
PLAZAB,UENA VISTA
PLAZAC,ASTILLO (EL)
PLAZAD,EL CENTRO
PLAZAN,UESTRA SÑRA DESAMPARADOS
PLAZAC,IRCO (DEL)
PLAZAD,UQUES DE SEGORBE
PLAZAE,SPAÑA
PLAZAF,RANCISCO PEÑARROJA
PLAZAG,OMEZ FERRER
PLAZAM,ERCADO (DEL)
PLAZAR,OSA GINER
PLAZAJ,UAN SEBASTIAN EL CANO
CALLEJ,UAN VIRUELA CARRERES
PLAZAP,AZ (LA)
PLAZAN,UESTRA SÑRA DE LA MERCED
PLAZAM,OLINOS (LOS)
PLAZAO,RIENTE
PLAZAS,AGRADA FAMILIA (DE LA)
PLAZAS,ALUD (LA)
PLAZA9,D'OCTUBRE
PLAZAS,AN JOSE
PLAZAS,AN ROQUE
PLAZAS,AN VICENTE
PLAZAS,ANTO ANGEL
PLAZAS,ANTIAGO OBON
PLAZAS,ILVESTRE SEGARRA
PLAZAM,OSSEN RECAREDO CENTELLES
PLAZAV,ILLAMARGO
PLAZAV,ILLAVIEJA
PLAZAX,ORROS (DELS)
GRUP U,NION BLOQUES (LA)
GRUP U,NION CTRA ALFONDEGUILLA
GRUP L,A UNION ESPECIAL
GRUP U,NION MANZANA 1 (LA)
GRUP U,NION MANZANA 2 (LA)
GRUP U,NION MANZANA 3 (LA)
GRUP U,NION MANZANA 4 (LA)
GRUP U,NION MANZANA 5 (LA)
GRUP U,NION MANZANA 6 (LA)
GRUP U,NION MANZANA 7 (LA)
GRUP U,NION MANZANA 8 (LA)
GRUP U,NION MANZANA 9 (LA)
GRUP U,NION MANZANA 10 (LA)
GRUP U,NION MANZANA 11 (LA)
GRUP U,NION MANZANA 12 (LA)
GRUP U,NION MANZANA 13 (LA)
GRUP U,NION MANZANA 14 (LA)
GRUP U,NION MANZANA 15 (LA)
GRUP U,NION MANZANA 16 (LA)
GRUP U,NION MANZANA 17 (LA)
GRUP U,NION MANZANA 18 (LA)
GRUP U,NION MANZANA 19 (LA)
GRUP U,NION MANZANA 20 (LA)
GRUP U,NION MANZANA 21 (LA)
GRUP U,NION MANZANA 22 (LA)
GRUP U,NION MANZANA 23 (LA)
GRUP U,NION MANZANA 24 (LA)
CALLEP,ENYAGOLOSA
CALLEP,ENYALBA
CALLEA,LTO DE LA VILLA
CALLEV,EGAS (LAS)
CALLEP,IPA
CALLES,UMET
CALLEC,OLMENAR
CALLEC,OLMO
CALLEA,LHAMBRA
CALLEC,RISTAL
CALLEL,ARGA
CALLEM,IRADOR (EL)
CALLEA,LAMEDA
GRUP U,NION CUARTEL G.CIVIL
CALLED,EL TENIS
CALLEC,ANT DE L'AURORA
CALLEA,NEXO ERMITA SAN JOSE
CALLEP,ARAJE SAN JOSE
POLIGM,OLETA (LA)
RONDAE,NRIQUE MARCO
PG   G,RUTES (DE LES)
PG   D,E LA MAR MEDITERRANEA
POLIGI,NDUSTRIAL CARMADAY
POLIGV,ERNICHA (LA)
CARRED,EL ROMANÍ
CALLES,ALVADOR JARQUE ESTEBAN
CALLEE,RNESTO VILALTA PEÑARROJA
CALLEF,RANCISCO TEN GREGORI
CALLE,MIGUEL MANRUBIA PALASI
CALLEB,ARRANC DE L'HORTETA
CARREC,ARRER DE LA PUJADETA
CALLED,E LA PEDRERA DE DALT
CALLED,EL SALT DE BARRA
CALLEL,'ESCOLADORA DELS MOROS
CALLER,ECINGLE DE BELTRAN
CALLED,E LA GINESTA
CALLED,EL MARGALLÓ
CARREE,STANISLAO MARCO
CARREC,ARMEN TUR
CARREM,ATILDE SALVADOR
CARREG,UITARRO
CARREC,LARINET
CARRED,OLÇAINA
CARRET,ABAL
AVGDAD,'ARCADI GARCIA I SANZ
CARREM,ETGE EN JOSE SIMON ZAPATER
CARRED,ELS FURS
CARRET,IRANT LO BLANC
CARREV,ICENT ANDRES ESTELLES
CARREC,ONSOLAT DEL MAR
CARREM,ANUEL SANCHIS GUARNER
CARRED,E LA PEDRERA
CARRED,E LES PENYES DE MONDRAGÓN
CARRED,EL CASTELL D UIXÓ
CARRED,ELS XIPRERS
CARRED,E LES GARROFERES
RONDAC,LARA CAMPOAMOR
CALLEV,ULCANITZAT
CALLEA,PARADORS
CALLEP,ATI D'ADOBADORS
CALLEP,ATRONISTES
CALLER,EPUNTADORES
CALLEM,ECANICS
CALLEE,MPAQUETADOR I ENVIAMENT
CALLEF,UNDICIO
CALLED,E LES PELLS
CALLET,ALLADORS
CALLEA,RTESANIA
CALLEC,ALDERA
CALLEE,CONOMAT
AVDA E,UROPA
CALLEF,USTERIA
CALLED,E LA GOMA
CALLEP,OALETS
CALLER,IBERA D'ADOBADORS
TRVA S,AN JOSE
TRVA A,NGELES (LOS)
CALLET,R ALMACEN VALENCIANA
CARREJ,ORDI DE SANT JORDI
CARRED,E SANT DOMENECH
CARREN,OU
MASIAP,RADES
CARRED,E CAPDEVILA
CARRED,EL PONT
CARRED,EL FORN
TRSSID,EL FORN
CARRED,E SANT ROC
CARREM,OSSEN VICENTE JOVANI
CARRED,E L'ARQUEBISBE
CARRED,E LES VOLTES
CARRED,E LA FONT
MASIAE,LOY
CARRED,E LA VALL
CARRED,E LA PUJADA A LA TORRE
MASIAT,ORRETA
CALLEP,ARRALET
MASIAQ,UEROL
MASIAV,IVES
CARRED,EL SOL
MASIAV,ALLS DE SANTA AGUEDA
PLAÇAD,EL MIRADOR
CAMI E,RAS
CMNO M,ORELLA
CARRED,E LA RAVAL DEL PONT
CALLEB,AJADA RIO
CARRED,E LA BASSA
CARRED,E CODINA
CAMI G,ORG
PLAÇAD,E SANT ANTONI
MASIAM,IQUEL
MASIAD,E SANT DOMENECH
CARREP,LA
MASIAD,E PAU
MASIAC,OSTA
CARREA,GUILERA CERNÍ
CALLEA,LMACÉN
CARREA,RC
AVGDAB,ARCELÓ
CARREB,ASILIO
CARREB,OTERA
CARREC,ALVARI
CARREC,ARRERÓ
CARREC,EMENTERI
CARREC,ERVANTES
CARREC,OLÓN
CARREC,OOPERATIVA
CARREQ,UARTIJO
CARRED,IPUTACIÓ PROVINCIAL
AVGDAF,ABIÁN RIBES
AVGDAF,ERRER FORNS
CARREF,ONT D'EN JANA
PLAÇAF,ONT (DE LA)
CARREG,ERMANES MAS
CARREH,OSPITAL
CARREE,SGLÉSIA
CARREI,SLETA
CARREM,ESTRE BERNAT
CARREM,ESÓN
CRO  M,ESÓN
CARREC,AMÍ NOU
CARREP,ALMA
CARREP,ASEO
CARREP,ASTOR
CARREP,ILAR
CARREP,ORTALET
CARRER,AVALET
CARRES,ANT ANTONI
CARRES,ANT ISIDRE
CARRES,ANT MIQUEL
CARRES,ANT RAMON
PLAÇAS,ANT RAMON
CARRES,ANG
PLAÇAS,ANG
CARREC,AMÍ SERRA
CARREC,OSTA (LA)
CARRET,ORRETA
PLAÇAV,ENTORRILLO
CARREC,AMÍ VELL
CARREN,OU
MASIAC,ANARI
MASIAM,ATUTANO
MASIAF,URA
MASIAB,OLANGERO
PTDA C,ASCALLS
MASIAN,EREO
AVGDAC,ASTELLÓ
PLAÇAA,JUNTAMENT
MASIAC,ARRASCO
AVGDAV,ALÈNCIA
MASIAP,ANTORRILLA
MASIAC,HAMORRA
CARREF,ONT (LA)
CARREA,LACANT
MASIAR,OMUALDO
URBATF,OYA (LA)
PTDA B,URGARS
CARREP,LA (EL)
PTDA V,INYASA
CARRET,ANCA (LA)
CTRA M,ORÓ
PTDA E,STEPAR
CTRA P,OBLA TORNESA (LA)
CAMI U,SERES (LES)
CARREC,ONSTITUCIÓ
CARRER,EI EN JAUME I
MASIAL,A BASSETA
MASIAM,AS DEL CARAGOL
PTDA A,LQUERIES
PTDA P,LANETES
MASIAL,ES BODEGUES
CARREC,AMÍ D'ONDA
CARREC,OLSETS
PTDA G,ARGALLES
PTDA M,AS NOU
PTDA E,MPERADORA
PTDA B,ASSA (LA)
CARREC,AMÍ CABANES
CARREP,INTORA BEATRIZ GUTTMANN
CARREP,INTOR CANTALAPIEDRA
CARREP,INTOR JOAN REUS
CARREP,INTOR LUIS PRADES
CARREP,INTOR PROGRESO
CTRA V,ALL D'ALBA
PTDA S,ABATERA
PTDA A,LOUS
CARREB,ODEGA
PTDA F,OIA RULL
PTDA S,ISCARS
PTDA C,ARAGOL
CARREE,SCULTOR NASSIO BAYARRI
PTDA N,ABERO
CARRES,ÉQUIA
PLAÇAP,LACETA (LA)
CARREE,NTRADOR VELL
CARRER,OQUETES
CARREC,HIVA
CARREG,RANJA
CARREC,AMÍ DE LA BASSETA A VALL D'ALBA
PTDA E,RES (LES)
CARREA,LCALDE VICENTE BENET
PTDA P,LA DE FENOSA
PTDA P,ENELLA (LA)
PTDA C,ORRALS
PTDA S,ERRETES (LES)
PTDA T,ANCA (LA)
PTDA E,STRETS (ELS)
PTDA V,ILARROIG
PTDA C,LOTXES (LES)
PTDA P,EDRERES (LES)
PTDA B,OBALAR
PTDA P,ALMERES (LES)
PTDA C,ARRASCAL
PTDA M,AS DEL BOLANGERO
PTDA R,UDÀS (EL)
PTDA S,ERRA (LA)
PTDA M,AS DE CASTILLO
PTDA G,RAU (EL)
PTDA B,UFADORS
POLIGI,NDUSTRIAL II
PTDA T,ERRÉ BLANCH
PTDA L,ES BODEGUES
CARREA,BADIA (DE L')
CARREA,LCALDE MONFORT
CARRER,AVAL (DEL)
CARREB,AIX DE LA PLAÇA (DE)
CARREB,ENASSAL
CARREB,ERNAT SERRA
AVGDAC,ASTELLFORT (DE)
AVGDAC,ASTELLO
CARREC,EMENTIRI VELL
CARREC,ID (DEL)
CARREC,OLOM
CARREC,OSTERA FALCO
CARREC,OSTERA DE LES ERES
CARRED,'EN PONS
PLAÇAD,ON BLASCO
CARREE,XPLORADOR ANDRES
CARREF,ONT (LA)
PLAÇAE,SGLESIA (DE L')
CARREB,ASSA (LA)
CARREM,AGDALENA
CARREM,ASET
CARREM,AJOR
CARREP,ALOMITA
CARREP,EIRO ESCALA
CARRES,ANT JOSEP
CARRES,ANT MIQUEL
CARRES,ANT ROC
CARRES,OL (DEL)
CARREV,ALENTI MONTOLIU
MASIAM,AS DE LLOVET
MASIAM,AS DE ROURES
MASIAM,AS DE LA CARRASCA
MASIAM,AS DE PITARCH
MASIAM,AS DE L'ESCOLANO
MASIAM,AS D'AZNAR
MASIAM,AS CAPESTANY
MASIAM,AS D'ARRIELLO
MASIAM,AS DE GRACIETA
MASIAM,AS LA VENTA LEON
MASIAM,AS DE PAU
MASIAM,AS DEL CURRO
MASIAM,AS LA LLESCA
MASIAM,AS DE LA TORRE FIGUERA
MASIAM,AS DE LA RAMBLA
MASIAM,AS LLOSAR
MASIAM,AS DE LA TORREFONSO
MASIAM,AS DE TOSCA DE BAIX
MASIAM,AS LA POBLA DE BELLESTAR
MASIAM,AS ELS MOLLATS
MASIAM,AS DE COLAU
MASIAM,AS DE PATIRAS
MASIAM,AS LA TORRE LEANDRA
MASIAM,AS DE FAIO
MASIAM,AS LA TEULERIA
CARREF,ONT D'HORTA
CARREC,OVES DEL FORCALL
CARRES,ANTA LLUCIA
CARRES,ANT ISIDRE
CARREA,RES
CARREC,INE (DEL)
CARRED,OCTOR MANUEL PALOMO
CARREE,SCOLES (DE LES)
GRUP F,RANCOLI
PLAÇAC,ONSTITUCIO (DE LA)
CARREJ,OAN BAPTISTA PENYARROJA
CARREJ,OAN PAU CLIMENT
AVGDAL,LOSAR
CARREM,IRALLES DEL CARRO
CARREM,ORELLA
CARREN,OU
CARREP,ILAR (DEL)
CARRER,EVEREND JOAN PUIG
CARRES,AGRAT COR
CARRES,ANTA BARBARA
CARRES,ANTA TERESA
CARRET,ORRETA (DE LA)
CARRET,RINQUET (DEL)
CARREP,ICAIO
CARREA,LT MAESTRAT
CARREB,AIX MAESTRAT
CARREP,LANA ALTA
CARREP,LANA BAIXA
CARRES,ANT PERE
CARREM,ONTLLATS
CARREO,LOCAU
PTDA V,EGUES (DE LES)
CARREP,ORTELL
PLAÇAP,ORTS (DELS)
CARRER,IU DE LES TRUITES
CARRET,ODOLELLA
CARREC,INCTORRES
CARREC,ANALETA (LA)
CARREC,ARLES SALVADOR
CARREJ,OAN FUSTER
CARREN,IÑO DE LA ESTRELLA
CARREM,ALLADES
CARRES,ANTS ABDO I SENENT
CARRES,ERRA NEGRA
PLAÇAP,EIRO ESCALA
CARRES,ERRA BRUSCA
MASIAM,AS D'ALTABA
MASIAM,AS DE BAIX
MASIAM,AS DE CODER
MASIAM,AS DE COLOM
MASIAM,AS D'ANTOLINO
MASIAM,AS DE LA MARINA
MASIAM,AS DE TENA
MASIAM,AS DE TOSCA
MASIAM,AS DE VERGA
MASIAM,AS DEL VENT
MASIAM,AS LA BLAIA
MASIAM,AS DE LA PARRETA
PROL P,EIRO ESCALA
CARREI,NDEPENDENCIA
CARREP,LAÇA DE BOUS (DE LA)
CARREB,OVALAR
CARREC,OLL D'ARES
CARREF,ONT DEL TRABUC
CARREH,ERBERS
CARRED,IPUTACIO
CARREC,ORTS VALENCIANES
CARREE,RES DE SANT ROC
CARREF,ORCALL
CARRES,ANT ONOFRE
CARRED,E L'ESPORT
CARRET,ANCADES
CARREE,NTRE ERES
CARRER,AMON DE PERTUSA
CARREE,L SERRITO
CARREB,URRIANA
CARREV,ALL D'UIXO
CARREO,ROPESA
CARREA,LQUERIAS DEL NIÑO PERDIDO
MASIAM,AS DE LA CANYA
CARRET,RASERA CARRER NOU
MASIAM,AS D'ARMELES
CARRES,ANT BLAI
CARREV,ILLORES
CARRES,ALVADOR I BENEDITO
CARREI,GLESUELA DEL CID (LA)
CARREV,ISTABELLA
CARREM,OSQUERUELA
CARREC,ULLA
CARREV,ICENTE BLASCO IBÁÑEZ
CARREE,RNEST LLUCH
CARREA,USIÀS MARCH
CARREJ,OSEP PASQUAL TIRADO
CARREJ,OANOT MARTORELL
CARREE,NRIC SOLER
CARREM,AX AUB
CARREC,ASIMIR MELIÀ TENA
CARRET,EODORO TENA
CARRER,AIMON LLULL
MASIAM,AS DE PELEGRI
LUGARM,ASIA TEJERO
CALLES,AN JULIAN
CALLEH,ERRERIA
CALLEM,IGUEL CASTELL
CALLEB,AJA
CALLEC,ABEZO
CALLES,OLANA
CALLEA,RRABAL
CALLEB,ARRIETE
PLAZAC,ARLOS FABRA CARRERAS
MASIAM,ASICO VAQUERO
CALLEO,LMOS
LUGARM,ASIA MOLINO SALES
CALLET,RINIDAD
MASIAM,OLINO CARBO
MASIAM,ASICO HERRERO
CALLEP,LANO ROYO
MASIAM,ARCEN
CALLEC,ABALLEROS
CALLEH,OSPITAL
MASIAL,A CAMBRETA
MASIAP,ALMERINA
MASIAM,AS DE ARAGON
MASIAM,AS DE PEÑA
MASIAT,ORRE JUAN BOU
MASIAD,ERECERA
CALLET,ORRETA
CALLEC,INGLA
MASIAM,ASICO DEL AGUA
CTRA P,UERTOMINGALVO
MASIAL,A MASADA
MASIAB,IBIOJ
MASIAC,ASA CELADES
MASIAL,A CIMORRETA
MASIAL,A MARTINA
MASIAL,A MANZANERA
CALLEP,ALOMAR
MASIAM,AS DE SAURA
MASIAE,L CARBO
MASIAC,ASA VAQUERO
MASIAT,ORRE ROMERAL
MASIAR,ONCALES
CALLEH,ORNO
MASIAC,ASA RIO MONTAÑA
MASIAM,OLINO VIEJO
MASIAC,ASA CARDAS
MASIAC,ASA MAXIMIANO
MASIAL,A RAMBLA
MASIAM,AS DE BARRANCO
MASIAM,ASICO LLOBET
MASIAM,AS DE LUIS
CTRA E,XTRAMUROS
MASIAM,AS DE LA CARRASCA
CALLEC,ANTON
CALLEC,OMPOSITOR JOSE PRADAS
PLAZAI,GLESIA
CALLEM,UELA (LA)
CALLEP,ARROCO VENTURA
MASIAE,L VILLAR
MASIAM,ASICO LLAVES
MASIAM,AS DE BORRAZ
MASIAL,A ATALAYA
MASIAL,A VENTA
CALLE3,2
MASIAL,OS MORRONES
CALLEV,ICENTE PRADES
CMNO S,AN ANTONIO
MASIAC,ASA BENAGES
MASIAE,L CALARIZO
PLAZAC,ONCEJO
CALLEE,NMEDIO
PLAZAI,GLESIA
CALLEP,ORCHE
CALLEA,BAJO
CALLEI,GLESIA
PTDA S,OLANICA
CALLEE,RA ERMITA
CARREJ,OC LA TELLA
CARRED,'AVALL
CARREL,A TORRE
CARREB,OTERA
CARRED,'AMUNT
CARREN,OU
CARREL,'ESGLESIA
CARRES,ABONERIA
CARREM,AJOR
MASIAP,ASCUALETS
CARRED,EL POU
CARRES,ANTA BARBARA
PLAÇAA,RNAU DE VILANOVA
CARREC,ALVARI
CARRES,AN ANTONI
CARRES,ANTA LUCIA
CARRES,ANT VICENT
CARREN,ORD
CARRES,AFRANAR
CARRER,AIMUNDO REBOLLIDA
CARREE,RES (LES)
MASIAV,ILAGROS
PTDA S,ORT
MASIAJ,OSE
PTDA C,OLLETS
MASIAP,OU ENSALSE
PTDA M,ASIA MAS DE CALAF
PTDA V,INYETA
PTDA L,LACUNES
PTDA F,ONT ROJA
PTDA P,LA DE LA ROSA
PTDA M,ARQUESES
PTDA H,ORTALS
PTDA G,ARROFERETS
PTDA F,ORQUES
MASIAM,AS DEL SEÑOR
PLAZAA,YUNTAMIENTO
CALLES,AN ANTONIO
CALLES,AN ISIDRO
CALLEC,ARRETERA BARRACAS
CALLEC,ERRO (EL)
CALLES,ANTA ANA
CALLEL,AS VIÑAS
CALLES,ANTA BARBARA
LUGARM,ASIA CAP DEL MORO DE BAIX
LUGARM,ASIA COGULLADES
LUGARM,ASIA HOSTAL ESQUERRERA
LUGARM,ASIA LA SEGARRETA
MASIAP,ALLISA
LUGARM,ASIA ROMEU
LUGARM,ASIA SEGARRA
LUGARM,ASIA SEÑOR
LUGARM,ASIA SOLA ARRIBA
LUGARM,ASIA CAP DEL MORO DE DALT
CARREB,AIX
CARRED,ALT
CARREC,ALVARI
CARREE,NMIG
PLAÇAS,ETENA (LA)
CARRES,AGRISTIA (LA)
CARRED,ARRERE DE LA VILA
CARREG,LORIETA (LA)
CARREM,OLI (DEL)
CARREA,LBERS
CARREA,TZENETA
